Price,Adj Close,Close,High,Low,Open,Volume
2025-05-08,8.375,8.375,8.744999885559082,8.279999732971191,8.279999732971191,2040300
2025-05-09,8.574999809265137,8.574999809265137,8.579999923706055,8.329999923706055,8.399999618530273,942100
2025-05-12,9.109999656677246,9.109999656677246,9.125,8.8100004196167,9.0,1257600
2025-05-13,9.024999618530273,9.024999618530273,9.196000099182129,9.005000114440918,9.109999656677246,1263600
2025-05-14,8.899999618530273,8.899999618530273,9.119999885559082,8.829999923706055,9.029999732971191,886200
2025-05-15,9.039999961853027,9.039999961853027,9.145000457763672,8.720000267028809,8.850000381469727,739700
2025-05-16,9.020000457763672,9.020000457763672,9.130000114440918,8.829999923706055,9.039999961853027,925500
2025-05-19,8.989999771118164,8.989999771118164,9.074999809265137,8.880000114440918,8.930000305175781,964000
2025-05-20,9.25,9.25,9.319999694824219,8.979999542236328,8.979999542236328,827000
2025-05-21,9.0600004196167,9.0600004196167,9.199999809265137,8.949999809265137,9.100000381469727,900300
2025-05-22,8.9399995803833,8.9399995803833,9.045000076293945,8.734999656677246,9.0,795200
2025-05-23,8.779999732971191,8.779999732971191,8.90999984741211,8.6899995803833,8.779999732971191,764700
2025-05-27,9.3100004196167,9.3100004196167,9.359999656677246,8.789999961853027,8.949999809265137,1232100
2025-05-28,9.079999923706055,9.079999923706055,9.380000114440918,9.029999732971191,9.270000457763672,868700
2025-05-29,8.979999542236328,8.979999542236328,9.239999771118164,8.8100004196167,9.069999694824219,770600
2025-05-30,8.979999542236328,8.979999542236328,9.074999809265137,8.710000038146973,8.920000076293945,1273700
2025-06-02,8.75,8.75,8.970000267028809,8.704999923706055,8.9399995803833,883400
2025-06-03,8.859999656677246,8.859999656677246,8.9350004196167,8.5649995803833,8.75,961600
2025-06-04,8.859999656677246,8.859999656677246,9.069999694824219,8.84000015258789,8.90999984741211,688200
2025-06-05,9.020000457763672,9.020000457763672,9.170000076293945,8.779999732971191,8.859999656677246,1104800
2025-06-06,8.899999618530273,8.899999618530273,9.180000305175781,8.829999923706055,9.079999923706055,693700
2025-06-09,8.819999694824219,8.819999694824219,9.085000038146973,8.739999771118164,9.029999732971191,829600
2025-06-10,8.819999694824219,8.819999694824219,9.069999694824219,8.699999809265137,8.890000343322754,1301500
2025-06-11,8.75,8.75,9.0,8.739999771118164,8.880000114440918,914700
2025-06-12,8.795000076293945,8.795000076293945,8.899999618530273,8.609999656677246,8.680000305175781,736300
2025-06-13,8.600000381469727,8.600000381469727,8.795000076293945,8.510000228881836,8.630000114440918,881600
2025-06-16,8.619999885559082,8.619999885559082,8.739999771118164,8.444999694824219,8.630000114440918,1163900
2025-06-17,8.510000228881836,8.510000228881836,8.725000381469727,8.4399995803833,8.539999961853027,1119900
2025-06-18,8.479999542236328,8.479999542236328,8.649999618530273,8.329999923706055,8.470000267028809,1335600
2025-06-20,8.390000343322754,8.390000343322754,8.630000114440918,8.369999885559082,8.5600004196167,4103000
2025-06-23,8.300000190734863,8.300000190734863,8.430000305175781,8.0600004196167,8.380000114440918,1239800
2025-06-24,8.760000228881836,8.760000228881836,8.789999961853027,8.270000457763672,8.430000305175781,1761500
2025-06-25,9.010000228881836,9.010000228881836,9.100000381469727,8.680000305175781,8.770000457763672,1635800
2025-06-26,9.420000076293945,9.420000076293945,9.470000267028809,9.020000457763672,9.079999923706055,1811300
2025-06-27,9.550000190734863,9.550000190734863,9.619999885559082,9.25,9.420000076293945,4365700
2025-06-30,9.430000305175781,9.430000305175781,9.630000114440918,9.329999923706055,9.550000190734863,1906300
2025-07-01,9.399999618530273,9.399999618530273,9.449999809265137,8.789999961853027,9.329999923706055,3119500
2025-07-02,9.369999885559082,9.369999885559082,9.425000190734863,9.199999809265137,9.329999923706055,1772900
2025-07-03,9.319999694824219,9.319999694824219,9.430000305175781,9.180000305175781,9.380000114440918,800500
2025-07-07,9.25,9.25,9.380000114440918,9.204999923706055,9.220000267028809,1354100
2025-07-08,9.529999732971191,9.529999732971191,9.630000114440918,9.1850004196167,9.279999732971191,1476800
2025-07-09,9.239999771118164,9.239999771118164,9.600000381469727,9.109999656677246,9.550000190734863,865000
2025-07-10,9.449999809265137,9.449999809265137,9.600000381469727,9.130000114440918,9.25,1007600
2025-07-11,9.220000267028809,9.220000267028809,9.420000076293945,9.170000076293945,9.34000015258789,848900
2025-07-14,9.170000076293945,9.170000076293945,9.220000267028809,9.050000190734863,9.1899995803833,793400
2025-07-15,8.930000305175781,8.930000305175781,9.225000381469727,8.930000305175781,9.180000305175781,948300
2025-07-16,9.130000114440918,9.130000114440918,9.140000343322754,8.779999732971191,9.0,1016300
2025-07-17,9.199999809265137,9.199999809265137,9.390000343322754,8.800000190734863,8.8100004196167,1037500
2025-07-18,9.220000267028809,9.220000267028809,9.380000114440918,9.100000381469727,9.380000114440918,1028000
2025-07-21,9.149999618530273,9.149999618530273,9.430000305175781,9.079999923706055,9.229999542236328,733000
2025-07-22,9.479999542236328,9.479999542236328,9.640000343322754,9.170000076293945,9.270000457763672,1426300
2025-07-23,9.640000343322754,9.640000343322754,9.649999618530273,9.385000228881836,9.479999542236328,921400
2025-07-24,9.220000267028809,9.220000267028809,9.649999618530273,9.180000305175781,9.600000381469727,1332000
2025-07-25,9.4399995803833,9.4399995803833,9.470000267028809,9.074999809265137,9.279999732971191,699800
2025-07-28,9.59000015258789,9.59000015258789,9.670000076293945,9.319999694824219,9.489999771118164,1053200
2025-07-29,9.329999923706055,9.329999923706055,9.59000015258789,9.260000228881836,9.59000015258789,799200
2025-07-30,9.130000114440918,9.130000114440918,9.449999809265137,9.100000381469727,9.329999923706055,996700
2025-07-31,8.970000267028809,8.970000267028809,9.15999984741211,8.8100004196167,9.050000190734863,1082400
2025-08-01,8.75,8.75,9.079999923706055,8.574999809265137,8.899999618530273,1238700
2025-08-04,9.109999656677246,9.109999656677246,9.270000457763672,8.600000381469727,8.739999771118164,1499600
2025-08-05,10.109999656677246,10.109999656677246,10.140000343322754,9.020000457763672,9.109999656677246,3491700
2025-08-06,9.850000381469727,9.850000381469727,10.199999809265137,9.8100004196167,10.100000381469727,1684500
2025-08-07,9.279999732971191,9.279999732971191,9.9399995803833,9.140000343322754,9.930000305175781,1400700
2025-08-08,9.1899995803833,9.1899995803833,9.369999885559082,9.029999732971191,9.34000015258789,1004100
2025-08-11,9.329999923706055,9.329999923706055,9.420000076293945,9.15999984741211,9.270000457763672,906100
2025-08-12,9.539999961853027,9.539999961853027,9.569999694824219,9.265000343322754,9.399999618530273,1108400
2025-08-13,9.75,9.75,10.369999885559082,9.600000381469727,9.630000114440918,1949700
2025-08-14,9.489999771118164,9.489999771118164,9.59000015258789,9.359999656677246,9.460000038146973,879700
2025-08-15,9.489999771118164,9.489999771118164,9.619999885559082,9.40999984741211,9.619999885559082,366392
